status	lemma	pos	source_frequency_rank	meaning_ja_candidate	meaning_ja_alternatives	level_candidate	distractor_group_candidate	example_en	example_ja	confidence	source_synsets	notes
approved	lunatic	adjective	14089	狂気じみた		toeic800	quality-adjective			16	02076234-a	気違いじみており、月の満ち欠けによって影響されると信じられている; insane and believed to be affected by the phases of the moon
approved	lyrical	adjective	14090	叙情的な	リリカルな	toeic800	quality-adjective			13	00856011-a	"深い感情を示す; expressing deep emotion; ""the dancer's lyrical performance"""
approved	migrate	verb	14095	移住	移動	toeic800	basic-verb-action			25	01856626-v	"1つの国または地域からもう1つへ移って、そこに居住する; move from one country or region to another and settle there; ""Many Germans migrated to South America in the mid-19th century""; ""This tribe transmigrated many times over the centuries"""
approved	mildly	adverb	14096	少し	わずかに / そと / 徐に	toeic800	manner-adverb			22	00033562-r	"適度に; to a moderate degree; ""he was mildly interested"""
approved	miraculous	adjective	14097	奇跡的な	不思議な / 驚くべき	toeic800	quality-adjective			16	01576551-a	奇跡の性格を持つ、またはその状態; being or having the character of a miracle
approved	mourn	verb	14098	嘆く	弔う / 悔む / 悲嘆	toeic800	thinking-verb			31	01797051-v	"悲しみを感じる; feel sadness; ""She is mourning her dead child"""
approved	mundane	adjective	14099	平凡	平坦 / 有内 / 日常的	toeic800	quality-adjective			19	01674242-a	"たいてい見つけられる; found in the ordinary course of events; ""a placid everyday scene""; ""it was a routine day""; ""there's nothing quite like a real...train conductor to add color to a quotidian commute""- Anita Diamant"
approved	nutshell	noun	14102	殻		toeic800	daily-noun			13	11683747-n	ナッツの実の周りの殻; the shell around the kernel of a nut
approved	overboard	adverb	14107	船外	船外へ	toeic800	manner-adverb			22	00173131-r	"船上から水中へ; from on board a vessel into the water; ""they dropped their garbage overboard"""
approved	pendant	noun	14108	ペンダント	シャンデリア / シャンデリヤ	toeic800	daily-noun			12	03908831-n,03005285-n	宝石（ネックレスやイヤリング）から下がっている装飾品; 枝分かれした照明器具; an adornment that hangs from a piece of jewelry (necklace or earring)
approved	petite	adjective	14111	小柄な	小さい	toeic800	condition-adjective			16	01392249-a	"非常に小さい; very small; ""diminutive in stature""; ""a lilliputian chest of drawers""; ""her petite figure""; ""tiny feet""; ""the flyspeck nation of Bahrain moved toward democracy"""
approved	pimp	noun	14113	妓夫	ぽん引 / ポン引 / ぽん引き	toeic800	people-noun			21	10433737-n	売春婦に客を斡旋する人（英国では『pimp』のことを『ponce』という）; someone who procures customers for whores (in England they call a pimp a ponce)
approved	psychotic	noun	14121	精神異常者		toeic800	people-noun			12	10490141-n	精神病に悩む人; a person afflicted with psychosis
approved	reinforcement	noun	14123	加勢	増援 / 援助 / 支援	toeic800	daily-noun			23	00971463-n	"軍事力の強化、もしくはその任務実行を支援するための軍事作戦（しばしば新しい人や物資の供給を伴う）; a military operation (often involving new supplies of men and materiel) to strengthen a military force or aid in the performance of its mission; ""they called for artillery support"""
approved	repository	noun	14126	保管場所	倉庫 / 保管所	toeic800	place-noun			19	03177349-n	保管のためものを預けられる所; a facility where things can be deposited for storage or safekeeping
approved	rumble	noun	14127	ゴロゴロいう音		toeic800	daily-noun			24	07392483-n	"大きくて低くて鈍い連続した騒音; a loud low dull continuous noise; ""they heard the rumbling of thunder"""
approved	saloon	noun	14129	バー	酒場 / 酒所 / 酒肆	toeic800	place-noun			28	02796995-n	"カウンタ越しにアルコール飲料が出される部屋か建物; a room or establishment where alcoholic drinks are served over a counter; ""he drowned his sorrows in whiskey at the bar"""
approved	sanction	verb	14131	認可する	承認する / 許可する	toeic800	business-verb			31	00806502-v	"認可を与える; give sanction to; ""I approve of his educational policies"""
approved	sire	noun	14134	雄親	父親	toeic800	daily-noun			13	01323355-n	特に馬などの家畜動物の雄の親; male parent of an animal especially a domestic animal such as a horse
approved	soaking	noun	14136	浸すこと	つけること	toeic800	daily-noun			14	13557158-n	"水（もしくは他の液体）に浸されている結果として、柔らかくぬれた状態になる過程; the process of becoming softened and saturated as a consequence of being immersed in water (or other liquid); ""a good soak put life back in the wagon"""
approved	stale	adjective	14138	古い	古臭い / 古くさい / 陳腐	toeic800	quality-adjective			16	01068726-a	"新しさや嗜好性を欠いた、または年齢による劣化を示す; lacking freshness, palatability, or showing deterioration from age; ""stale bread""; ""the beer was stale"""
approved	stereotype	verb	14141	型に嵌める		toeic800	basic-verb-action			12	00656292-v	"精神的なステレオタイプに従い扱うか、分類する; treat or classify according to a mental stereotype; ""I was stereotyped as a lazy Southern European"""
approved	sterile	adjective	14142	生殖不能	繁殖不能 / 無菌的	toeic800	quality-adjective			16	01002377-a	"再生ができない; incapable of reproducing; ""an infertile couple"""
approved	stride	noun	14143	一歩	歩幅 / １またの幅 / 発展	toeic800	daily-noun			31	00285889-n,13757249-n	歩いたり走ったりするときの歩幅; 1歩で行く距離; a step in walking or running
approved	stride	verb	14144	大股で歩く	闊歩する	toeic800	basic-verb-action			31	01919711-v	"歩幅が広い; walk with long steps; ""He strode confidently across the hall"""
approved	stringent	adjective	14145	厳格	厳重	toeic800	condition-adjective			13	00711059-a	"規則および手順に厳しい注意を求めるさま; demanding strict attention to rules and procedures; ""rigorous discipline""; ""tight security""; ""stringent safety measures"""
approved	torrent	noun	14148	激流	奔流 / 急流	toeic800	daily-noun			16	07407593-n	"水（または、他の液体）の激しく速い流れ; a violently fast stream of water (or other liquid); ""the houses were swept away in the torrent"""
approved	transmitting	noun	14150	発信	送信	toeic800	daily-noun			16	00121366-n	メッセージを送る行為; メッセージを伝達させること; the act of sending a message; causing a message to be transmitted
approved	tummy	noun	14154	おなか	腹	toeic800	daily-noun			13	05395690-n	消化管の拡大し筋肉質の嚢状の器官; 消化の主要な器官; an enlarged and muscular saclike organ of the alimentary canal; the principal organ of digestion
approved	unjust	adjective	14155	不当	不正 / 偏頗 / 失当	toeic800	quality-adjective			16	00957176-a,01370590-a	"フェアでない; 非正義、不公平または詐欺で特徴的な; not fair; marked by injustice or partiality or deception; ""used unfair methods""; ""it was an unfair trial""; ""took an unfair advantage"""
approved	wager	noun	14160	賭け	賭博	toeic800	daily-noun			16	00506658-n	"賭博行為; the act of gambling; ""he did it on a bet"""
approved	wager	verb	14161	賭ける	賭する	toeic800	basic-verb-action			13	01155687-v	"問題の結果に関する賭ける; stake on the outcome of an issue; ""I bet $100 on that new horse""; ""She played all her money on the dark horse"""
approved	whack	noun	14162	打撃	ラップ	toeic800	daily-noun			13	00133338-n	"力強くたたく行為; the act of hitting vigorously; ""he gave the table a whack"""
approved	whack	verb	14163	叩く	猛打 / ぶっ飛ばす / 打っ飛ばす	toeic800	basic-verb-action			19	01415807-v	"激しく撲つ; hit hard; ""The teacher whacked the boy"""
approved	accelerator	noun	14168	アクセル	アクセラレーター / アクセレレーター / 絞弁	toeic800	travel-noun			19	02670683-n,02670382-n	"スロットルバルブをコントロールするペダル; 荷電粒子の運動エネルギーを増加させる科学機器; a pedal that controls the throttle valve; ""he stepped on the gas"""
approved	acrylic	noun	14169	アクリル	アクリル樹脂 / アクリル繊維 / アクリル絵の具	toeic800	daily-noun			13	14965958-n,14593671-n,02677136-n,02677028-n	アクリロニトリルから重合される; ガラス状の熱可塑性樹脂; polymerized from acrylonitrile
approved	anchorage	noun	14170	錨地	停泊地	toeic800	daily-noun			13	08639776-n	船を錨で固定する場所; place for vessels to anchor
approved	ballad	noun	14173	バラード	語り歌	toeic800	daily-noun			22	07049713-n	繰り返しがある、語り口調の歌; a narrative song with a recurrent refrain
approved	betray	verb	14176	裏切る	漏らす / 露呈させる	toeic800	basic-verb-action			31	00936330-v	"何気なく暴露する; reveal unintentionally; ""Her smile betrayed her true feelings"""
approved	bigotry	noun	14177	偏狭さ	偏見	toeic800	daily-noun			13	06206210-n	がんこな人の不寛容と偏見; the intolerance and prejudice of a bigot
approved	breakers	noun	14182	砕け波	白波	toeic800	daily-noun			13	07344233-n	浜辺に打ち寄せる波; waves breaking on the shore
approved	broom	verb	14184	掃く	掃除 / 掃き出す	toeic800	basic-verb-action			13	01393714-v	"ほうきや、ほうきのようなもので掃く; sweep with a broom or as if with a broom; ""Sweep the crumbs off the table""; ""Sweep under the bed"""
approved	brute	noun	14186	野獣のような人	残忍な人	toeic800	people-noun			19	09845589-n	容赦なく強欲な人; a cruelly rapacious person
approved	brute	adjective	14187	野蛮な	粗暴な	toeic800	quality-adjective			16	01263445-a	"獣に似ているさま; 人間の感覚が不足している; resembling a beast; showing lack of human sensibility; ""beastly desires""; ""a bestial nature""; ""brute force""; ""a dull and brutish man""; ""bestial treatment of prisoners"""
approved	camouflage	noun	14188	迷彩	偽装	toeic800	daily-noun			13	04679074-n	"物事の本当の性質を誤って伝える、表面的な外見; an outward semblance that misrepresents the true nature of something; ""the theatrical notion of disguise is always associated with catastrophe in his stories"""
approved	camouflage	verb	14189	偽装	擬装 / カモフラージ / カムフラージュ	toeic800	basic-verb-action			16	02158896-v	"カモフラージュによって偽装する; 何かを偽装するのに自然環境を利用する; disguise by camouflaging; exploit the natural surroundings to disguise something; ""The troops camouflaged themselves before they went into enemy territory"""
approved	conservatism	noun	14195	保守主義		toeic800	daily-noun			29	06216160-n	社会でのもっともよいものを保守し、急な変化に反対することを提唱する政治的宗教的方向性; a political or theological orientation advocating the preservation of the best in society and opposing radical changes
approved	continuum	noun	14196	連続体		toeic800	daily-noun			17	15123754-n	部分か一部が隣接した部分とは異なっていないあるいは識別可能でない、連続的な非空間的な穴、範囲、連続; a continuous nonspatial whole or extent or succession in which no part or portion is distinct or distinguishable from adjacent parts
approved	corona	noun	14197	コロナ	コロナ放電	toeic800	daily-noun			16	11427067-n,11440691-n,03111483-n	太陽の大気圏の最も外側の領域; 日食の間、白色の暈として見ることができる; the outermost region of the sun's atmosphere; visible as a white halo during a solar eclipse
approved	cowardly	adjective	14198	臆病な	腰抜けの	toeic800	condition-adjective			19	00264776-a	"勇気が欠如しているさま; 卑劣に臆病で気が弱い; lacking courage; ignobly timid and faint-hearted; ""cowardly dogs, ye will not aid me then""- P.B.Shelley"
approved	cultivate	verb	14199	培う	培養 / 栽培 / 耕す	toeic800	basic-verb-action			22	01742726-v,02388403-v	成長を促進する; 趣向または判断において見分ける能力を洗練させるまたは学ぶ; foster the growth of
approved	disparity	noun	14208	格差	差異	toeic800	daily-noun			13	04752530-n	ある点での不平等または違い; inequality or difference in some respect
approved	divert	verb	14210	逸らす	逸れる / 迂回させる / 進路を変える	toeic800	thinking-verb			19	01952363-v	計画的であるか意図されたものと異なるコース上で、あるいは方向に送る; send on a course or in a direction different from the planned or intended one
approved	drawers	noun	14211	下着	パンツ	toeic800	daily-noun			13	03234164-n	男性のはく下着; underpants worn by men
approved	elegance	noun	14213	優雅さ	上品さ	toeic800	daily-noun			22	04812268-n	"優美で品位のある洗練された品質; a refined quality of gracefulness and good taste; ""she conveys an aura of elegance and gentility"""
approved	facade	noun	14216	正面	前面	toeic800	place-noun			22	03313333-n	建物の表または正面; the face or front of a building
approved	fertilizer	noun	14218	肥料	肥やし	toeic800	daily-noun			16	14859344-n	土をより肥よくにするために使用する、肥料または硝酸塩の混合物などの物質; any substance such as manure or a mixture of nitrates used to make soil more fertile
approved	filler	noun	14219	埋め草		toeic800	daily-noun			13	03714721-n	"全体を満たすために加えるもの; anything added to fill out a whole; ""some of the items in the collection are mere makeweights"""
approved	flea	noun	14220	ノミ	蚤	toeic800	daily-noun			16	02186153-n	羽無し吸血寄生虫で、跳躍する能力で知られる; any wingless bloodsucking parasitic insect noted for ability to leap
approved	handicapped	adjective	14226	不自由	身体障害	toeic800	condition-adjective			19	01019283-a	怪我または病気の結果、機能することができない; incapable of functioning as a consequence of injury or illness
approved	haze	noun	14227	霞	霧 / 靄 / もや	toeic800	daily-noun			31	11465888-n	視界を狭めることになる大気中の水分やほこり、または煙; atmospheric moisture or dust or smoke that causes reduced visibility
approved	hitch	verb	14232	引っかける	ひっかかる	toeic800	basic-verb-action			19	01327816-v	"つるす、またはからませる; to hook or entangle; ""One foot caught in the stirrup"""
approved	inverse	noun	14236	逆	反対 / 裏腹 / 裏表	toeic800	technology-noun			19	13858833-n	"順序、性質または効果の面で逆にされたもの; something inverted in sequence or character or effect; ""when the direct approach failed he tried the inverse"""
approved	inverted	adjective	14238	逆さの	上下逆の	toeic800	quality-adjective			16	02467559-a	"上下が逆にされるような位置にあるさま; being in such a position that top and bottom are reversed; ""a quotation mark is sometimes called an inverted comma""; ""an upside-down cake"""
approved	lavish	adjective	14240	惜しみ無い		toeic800	quality-adjective			18	01111965-a	"非常に寛大; very generous; ""distributed gifts with a lavish hand""; ""the critics were lavish in their praise""; ""a munificent gift""; ""his father gave him a half-dollar and his mother a quarter and he thought them munificent""; ""prodigal praise""; ""unsparing generosity""; ""his unstinted devotion""; ""called for unstinting aid to Britain"""
approved	lavish	verb	14241	振りまく	振り撒く	toeic800	basic-verb-action			19	02264601-v	"豊富に費やす; 抽象名詞でも使用される; expend profusely; also used with abstract nouns; ""He was showered with praise"""
approved	morrow	noun	14254	翌日		toeic800	daily-noun			19	15156311-n	"次の日; the next day; ""whenever he arrives she leaves on the morrow"""
approved	override	verb	14262	覆す	逆転 / 覆らす / 引繰返す	toeic800	basic-verb-action			22	00716130-v	"不利な裁定を下す; rule against; ""The Republicans were overruled when the House voted on the bill"""
approved	proton	noun	14276	陽子	プロトン	toeic800	learning-noun			16	09400037-n	電子の負の電荷と等しい陽の電荷をもつ安定した粒子; a stable particle with positive charge equal to the negative charge of an electron
approved	reopen	verb	14282	開け直す	開けなおす	toeic800	basic-verb-action			22	01346693-v	"再びまたは新たに開ける; open again or anew; ""They reopened the theater"""
approved	standby	noun	14292	代役		toeic800	people-noun			13	10737103-n	必要な際にいつもの役者の代わりを務めることができる俳優; an actor able to replace a regular performer when required
approved	stumble	verb	14296	躓く	蹌踉ける / つんのめる / ふらふら歩く	toeic800	basic-verb-action			31	01900408-v	"足並みが乱れ、転ぶ、あるいはほとんど転びそうである; miss a step and fall or nearly fall; ""She stumbled over the tree root"""
approved	truthful	adjective	14301	正直	正しい	toeic800	quality-adjective			16	01225398-a	"本当のことを表現する、または本当のことを表現しがちな; expressing or given to expressing the truth; ""a true statement""; ""gave truthful testimony""; ""a truthful person"""
approved	unconventional	adjective	14305	奇抜	奇警 / 型破り / 型やぶり	toeic800	quality-adjective			16	00606602-a	"認められた規則または標準に従わないさま; not conforming to accepted rules or standards; ""her unconventional dress and hair style"""
approved	visionary	noun	14311	夢想家	空想家	toeic800	people-noun			12	10756641-n	非現実的な推測がされ、現実的に何が可能かについては重点を置かない人; a person given to fanciful speculations and enthusiasms with little regard for what is actually possible
approved	artifact	noun	14322	アーチファクト		toeic800	daily-noun			15	00021939-n	全体と見なされる人工の物体; a man-made object taken as a whole
approved	austerity	noun	14323	禁欲	禁慾主義 / 禁欲主義	toeic800	daily-noun			16	04881998-n	非常に禁欲な特性（特に世俗的な快楽を慎むこと）; the trait of great self-denial (especially refraining from worldly pleasures)
approved	bullock	noun	14333	去勢牛		toeic800	daily-noun			13	02403231-n	去勢牛; castrated bull
approved	carve	verb	14335	刻む	刻る / 彫る / 彫刻	toeic800	basic-verb-action			31	01256157-v,01256600-v	"彫刻により形成する; 表面を削り取ることによって彫る、または切る; form by carving; ""Carve a flower from the ice"""
approved	cherished	adjective	14336	大事	大切 / 愛おしい	toeic800	quality-adjective			19	01462625-a	"好きである愛情の感覚または、を示すことにより特徴づけられる; characterized by feeling or showing fond affection for; ""a cherished friend""; ""children are precious""; ""a treasured heirloom""; ""so good to feel wanted"""
approved	clubhouse	noun	14337	クラブハウス		toeic800	place-noun			18	03054311-n	"クラブによって占められる建物; a building that is occupied by a social club; ""the clubhouse needed a new roof"""
approved	coarse	adjective	14338	下品	低俗 / 俚俗 / 卑俗	toeic800	quality-adjective			16	01950198-a	"上品さ、教養、あるいは趣がないさま; lacking refinement or cultivation or taste; ""he had coarse manners but a first-rate mind""; ""behavior that branded him as common""; ""an untutored and uncouth human being""; ""an uncouth soldier--a real tough guy""; ""appealing to the vulgar taste for violence""; ""the vulgar display of the newly rich"""
approved	commonplace	noun	14340	常套句	常套語 / 決り文句 / きまり文句	toeic800	daily-noun			16	07154046-n	ありふれた、あるいは明らかな意見; a trite or obvious remark
approved	confidently	adverb	14343	堂々と	堂堂と	toeic800	manner-adverb			19	00212727-r	"自信を持っているさま; 自信に満ちた態度で; with confidence; in a confident manner; ""we have to do what is right confidently"""
approved	cucumber	noun	14352	胡瓜	黄瓜 / キュウリ	toeic800	daily-noun			13	07718472-n	薄い緑の皮と野菜として食される白い部分のある筒状で緑の果物; メロンに関係した; cylindrical green fruit with thin green rind and white flesh eaten as a vegetable; related to melons
approved	darts	noun	14353	ダーツ		toeic800	daily-noun			13	00504209-n	小さな突起のある飛び道具がダーツ盤に投げられるゲーム; a game in which small pointed missiles are thrown at a dartboard
approved	directorate	noun	14357	理事会	重役会 / 取締役会 / 取り締り役会	toeic800	people-noun			13	08380768-n	企業やその他の大きな機関の業務を運営するために選ばれた人々のグループ; a group of persons chosen to govern the affairs of a corporation or other large institution
approved	dormant	adjective	14360	休眠中の	冬眠中の / 夏眠中の / 休眠している	toeic800	quality-adjective			13	00188155-a	"生物学的休息状態の、または仮死状態の; in a condition of biological rest or suspended animation; ""dormant buds""; ""a hibernating bear""; ""torpid frogs"""
approved	dotted	adjective	14361	斑点入りの	点を打った / ちょん	toeic800	quality-adjective			18	01788445-a	点の模様がある; having a pattern of dots
approved	embarrass	verb	14362	困らせる	まごつかせる / 堰く / 妨害	toeic800	thinking-verb			16	01792097-v	決まり悪くさせる; 自意識が強いと感じさせる; cause to be embarrassed; cause to feel self-conscious
approved	evergreen	adjective	14368	常緑の	常磐なる	toeic800	quality-adjective			13	00913551-a	（草と低木について）年中葉をつけているさま; (of plants and shrubs) bearing foliage throughout the year
approved	foliage	noun	14372	葉	樹葉 / 木の葉 / 木ノ葉	toeic800	daily-noun			31	13152742-n	高等植物の、光合成と蒸散の為の主要器官; the main organ of photosynthesis and transpiration in higher plants
approved	foreclosure	noun	14373	抵当流れ		toeic800	business-noun			12	00090076-n	不履行のローンに対する担保を取り戻すため、債権者が開始する法的手続き; the legal proceedings initiated by a creditor to repossess the collateral for loan that is in default
approved	glued	adjective	14377	接着した	接着された / 糊付けした	toeic800	quality-adjective			19	00159106-a	"のりまたはペーストで接着される、または接着されているかのようなさま; affixed or as if affixed with glue or paste; ""he stayed glued to one spot""; ""pieces of pasted paper"""
approved	hesitant	adjective	14381	優柔不断	煮えきらない / 煮え切らない	toeic800	quality-adjective			13	00686573-a	明白な特性が欠如している; 速くまたはしっかりと行動するかまたは決心することができない; lacking decisiveness of character; unable to act or decide quickly or firmly
approved	hoop	noun	14382	輪	リング / バスケット / バスケットゴール	toeic800	daily-noun			14	03533972-n	"金属・木または他の材質の堅い丸い帯で、押さえたり、留めたり、吊したり、引っ張ったりするのに用いられる; a rigid circular band of metal or wood or other material used for holding or fastening or hanging or pulling; ""there was still a rusty iron hoop for tying a horse"""
approved	hubby	noun	14384	夫	宅 / ハズ / 主人	toeic800	daily-noun			13	10193967-n	結婚した男性; 結婚によってある女性の配偶者となった人; a married man; a woman's partner in marriage
approved	hurdle	noun	14386	ハードル		toeic800	daily-noun			16	03549589-n,05691241-n	特定の競走で、競技者が跳び越えなければならない軽くて移動可能な柵; 乗り越えることを期待される障害; a light movable barrier that competitors must leap over in certain races
approved	immortality	noun	14389	不死	不死身	toeic800	daily-noun			31	05056102-n,15144094-n	不死である状態、または特性; 死後の永遠の生命; the quality or state of being immortal
approved	indefinite	adjective	14390	不定	不慥か / 不確か / 不確定	toeic800	quality-adjective			31	00701479-a	"あいまいな、はっきりと定義されないまたは述べられない; vague or not clearly defined or stated; ""must you be so indefinite?""; ""amorphous blots of color having vague and indefinite edges""; ""he would not answer so indefinite a proposal"""
approved	irrespective	adverb	14392	どんなことがあっても		toeic800	manner-adverb			13	00118531-r	"何があっても; 欠点に関係なく; in spite of everything; without regard to drawbacks; ""he carried on regardless of the difficulties"""
approved	jacks	noun	14393	手玉	石投	toeic800	daily-noun			11	00485262-n	小さいゴムまりが弾む間に様々なグループでジャックストーンを投げて拾うゲーム; a game in which jackstones are thrown and picked up in various groups between bounces of a small rubber ball
approved	kicker	noun	14394	キッカー		toeic800	people-noun			13	10230580-n	フットボールを蹴る選手; a player who kicks the football
approved	malt	noun	14397	麦芽	モルト	toeic800	daily-noun			13	07888909-n	水につけて発芽した後、窯で乾燥された穀物（通常大麦）; 特に醸造して蒸留する際に使用される; a cereal grain (usually barley) that is kiln-dried after having been germinated by soaking in water; used especially in brewing and distilling
approved	moderator	noun	14403	議長		toeic800	daily-noun			13	10326257-n	フォーラムや討論会の司会をする人; someone who presides over a forum or debate
approved	momma	noun	14404	母	お母 / お袋 / ママ	toeic800	daily-noun			13	10278128-n	母を表す砕けた言葉; informal terms for a mother
approved	monstrous	adjective	14405	すさまじい	グロ / 醜怪 / ぐろい	toeic800	quality-adjective			21	01131454-a	"ひどく残忍な、または残酷な; shockingly brutal or cruel; ""murder is an atrocious crime""; ""a grievous offense against morality""; ""a grievous crime""; ""no excess was too monstrous for them to commit"""
approved	mustache	noun	14407	髭	鬚 / ひげ / 上髭	toeic800	daily-noun			31	05262185-n	"上唇の上の剃っていない毛; an unshaved growth of hair on the upper lip; ""he looked younger after he shaved off his mustache"""
approved	persuasive	adjective	14418	説得力のある		toeic800	quality-adjective			15	01769843-a	"行動または信条を導く力を持つまたは意図する; intended or having the power to induce action or belief; ""persuasive eloquence""; ""a most persuasive speaker""; ""a persuasive argument"""
approved	poking	noun	14419	突き	ジャブ	toeic800	daily-noun			13	00334935-n	"（強打に似た）鋭い手の動き; a sharp hand gesture (resembling a blow); ""he warned me with a jab with his finger""; ""he made a thrusting motion with his fist"""
approved	projector	noun	14423	映写機	プロジェクタ / プロジェクター	toeic800	business-noun			13	04009552-n	大きくした映像をスクリーンに映し出す光学装置; an optical instrument that projects an enlarged image onto a screen
approved	prudent	adjective	14425	慎重		toeic800	quality-adjective			13	01898129-a	"注意深く、思慮のある; 正しい判断で特徴的な; careful and sensible; marked by sound judgment; ""a prudent manager""; ""prudent rulers""; ""prudent hesitation""; ""more prudent to hide than to fight"""
approved	qualifier	noun	14426	修飾子	修飾語 / 限定詞 / 予選通過者	toeic800	learning-noun			13	06320801-n	名詞または動詞の意味を修飾する内容語; a content word that qualifies the meaning of a noun or verb
approved	revolver	noun	14432	連発銃	六連発銃 / リボルバー / レボルバー	toeic800	daily-noun			25	04086273-n	回転シリンダーを持つピストル（通常弾のための6つの薬室を持つ）; a pistol with a revolving cylinder (usually having six chambers for bullets)
approved	ripple	noun	14435	漣	小波 / 細波 / さざ波	toeic800	daily-noun			25	07344663-n	液体の表面の小さな波; a small wave on the surface of a liquid
approved	ripple	verb	14436	さざなみを立てる		toeic800	basic-verb-action			18	02040054-v	さざ波を形成するために（水を）かきまぜてる; stir up (water) so as to form ripples
approved	seeker	noun	14437	探求者	探究者 / シーカー	toeic800	daily-noun			16	10575787-n	"捜索、調査する人; someone making a search or inquiry; ""they are seekers after truth"""
approved	solemn	adjective	14440	厳か	謹厳 / 儼乎たる / 厳めしい	toeic800	quality-adjective			22	02119213-a	"威厳のある、重苦しい様子または特徴で、約束を守ることに献身的である; dignified and somber in manner or character and committed to keeping promises; ""a grave God-fearing man""; ""a quiet sedate nature""; ""as sober as a judge""; ""a solemn promise""; ""the judge was solemn as he pronounced sentence"""
approved	substantive	noun	14444	名詞相当語		toeic800	learning-noun			12	06303540-n	名詞として機能する単語、または単語群; any word or group of words functioning as a noun
approved	substantive	adjective	14445	実質的		toeic800	quality-adjective			16	00901969-a	"現実に確固たる基礎を持ち、それゆえ重要で意味があり、重要である; having a firm basis in reality and being therefore important, meaningful, or considerable; ""substantial equivalents"""
approved	torso	noun	14450	胴	体幹 / 胴体 / 胴部	toeic800	daily-noun			31	05549830-n	"頭、首、四肢を除いた身体; the body excluding the head and neck and limbs; ""they moved their arms and legs and bodies"""
approved	tumble	noun	14454	でんぐり返し	傾倒 / 転倒	toeic800	daily-noun			15	00437788-n	体の端の上に別の端が回るような軽業; an acrobatic feat of rolling or turning end over end
approved	unpublished	adjective	14457	未刊の	未発表の	toeic800	quality-adjective			16	00471072-a	"休載になる; not published; ""unpublished letters and diaries"""
approved	untrue	adjective	14458	不実	不誠実	toeic800	quality-adjective			13	00584403-a	"献身または愛情が信頼できない（人の特に使われる）; 誠実でない; (used especially of persons) not dependable in devotion or affection; unfaithful; ""a false friend""; ""when lovers prove untrue"""
approved	vitality	noun	14460	元気	気力 / 気迫 / 活力	toeic800	daily-noun			31	04633453-n	活力にあふれた態度; an energetic style
approved	windshield	noun	14465	風防	風防ガラス / フロントガラス / ウィンドシールド	toeic800	travel-noun			22	04590553-n	乗り物に乗っている人を守る（ガラスのような）透明な仕切り; transparent screen (as of glass) to protect occupants of a vehicle
approved	zodiac	noun	14467	黄道帯		toeic800	daily-noun			13	08685188-n	黄道の両側の天にあるベルト状の領域; 占星術では12の星座あるいは宮に振り分けられている; a belt-shaped region in the heavens on either side to the ecliptic; divided into 12 constellations or signs for astrological purposes
approved	amir	noun	14472	アミール		toeic800	daily-noun			13	10052497-n	独立した統治者または族長（特にアフリカまたはアラビアの）; an independent ruler or chieftain (especially in Africa or Arabia)
approved	arithmetic	noun	14473	算数	算術	toeic800	business-noun			25	06004067-n	数字の計算の理論を扱う純粋数学の部門; the branch of pure mathematics dealing with the theory of numerical calculations
approved	arithmetic	adjective	14474	算術的		toeic800	quality-adjective			13	03044869-a	"計算に関するものであるか、含むさま; relating to or involving arithmetic; ""arithmetical computations"""
approved	arson	noun	14475	放火	火付 / 付け火 / 火付け	toeic800	daily-noun			13	00378296-n	"財産を破壊するために、悪意をもって燃やすこと; malicious burning to destroy property; ""the British term for arson is fire-raising"""
approved	barren	noun	14478	荒地	荒場 / 荒れ地 / 荒れ場	toeic800	daily-noun			13	08504594-n	"開墾する価値のない、無人の未開拓地; an uninhabited wilderness that is worthless for cultivation; ""the barrens of central Africa""; ""the trackless wastes of the desert"""
approved	barren	adjective	14479	不毛	磽かく / ぎょう埆 / 寒々しい	toeic800	condition-adjective			16	01242750-a	"避難所または糧を提供しないさま; providing no shelter or sustenance; ""bare rocky hills""; ""barren lands""; ""the bleak treeless regions of the high Andes""; ""the desolate surface of the moon""; ""a stark landscape"""
approved	bedding	noun	14482	寝具類		toeic800	daily-noun			22	02820210-n	ベッドで使われるカバー; coverings that are used on a bed
approved	bourgeois	noun	14485	ブルジョア		toeic800	people-noun			12	09882716-n,09869830-n	商工業に従事している資本家; 中産階級の一員; a capitalist who engages in industrial commercial enterprise
approved	brunette	noun	14488	ブルネット		toeic800	people-noun			12	09877856-n	黒い（茶色の）髪の人; a person with dark (brown) hair
approved	bureaucratic	adjective	14490	官僚的		toeic800	quality-adjective			21	03051619-a	"官僚または官僚主義の、官僚または官僚主義に関する、あるいは、官僚または官僚主義に似ている; of or relating to or resembling a bureaucrat or bureaucracy; ""his bureaucratic behavior annoyed his colleagues""; ""a bureaucratic nightmare"""
approved	buzzer	noun	14491	ベル	呼鈴 / ブザー / 呼び鈴	toeic800	technology-noun			12	03222516-n	押した際に、音が鳴る、またはブザーが鳴って合図するドアの外側についた押しボタン; a push button at an outer door that gives a ringing or buzzing signal when pushed
approved	childcare	noun	14494	保育	託児 / チャイルドケア	toeic800	people-noun			13	01209963-n	他人の子供の世話をする奉仕活動; a service involving care for other people's children
approved	cleavage	noun	14496	卵割	谷間	toeic800	daily-noun			13	13449156-n	受精した卵の反復分裂; (embryology) the repeated division of a fertilised ovum
